ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
41005,Kachiguda,Hyderabad,Sri Raghavendra Tiffins,150,4.3,1000,"South Indian,Andhra",Barkathpura,25
41006,Ameerpet,Hyderabad,Udupi Park Pure Veg,150,4.1,1000,South Indian,Ameerpet,57
43620,Himayatnagar,Hyderabad,The Platinum Hotel-Clove,800,4,100,"North Indian,South Indian,Continental,Chinese",Himayat Nagar Rd,37
45575,Ramanthapur,Hyderabad,Sri Santhosh Family Dhaba,400,4.1,100,"North Indian,Tandoor,Punjabi,Chinese",Ramanthapur,48
45974,Somajiguda,Hyderabad,Maa Santosh Dhaba,400,4.1,100,"North Indian,Chinese",Rajbhavan Road,54
46287,Kachiguda,Hyderabad,Balaji Santosh Dhaba,350,4,500,"North Indian,Chinese",Kachiguda Station Rd,27
47824,Himayatnagar,Hyderabad,Bombay Kulfis,100,4.4,20,Ice Cream,Himayatnagar,29
47983,New Nallakunta,Hyderabad,Sri Raghavendra Curry Express,200,4.3,1000,"South Indian,Andhra",Rtc Cross Road,29
48158,Venkateshwara Colony,Hyderabad,Scoops,300,4.4,100,Desserts  Ice Cream  Chaat,Ymca Circle,24
49767,Kachiguda,Hyderabad,Ibaco,800,4.2,50,"Ice Cream,Desserts",Barkatpura,28
49771,Ramgopalpet,Hyderabad,Sri Siddhi Udupi Tiffins & Restaurant,150,4.3,500,North Indian  South Indian,Sappu Bagh Apaprtment,55
50032,Amberpet,Hyderabad,Balaji Santosh Family Dhaba,300,4.2,500,"North Indian,Tandoor,Chinese",Shivam Road,35
50362,Khairtabad,Hyderabad,Sukha Sagara North Indian & Chinese,300,3.9,100,"North Indian,Chinese",Ag Office Road,40
50658,Banjara Hills,Hyderabad,Keventers - Milkshakes And Desserts,300,4,50,"Beverages,Ice Cream,Desserts,Healthy Food",Gvk One Mall,62
51704,Sanjeeva Reddy Nagar,Hyderabad,Hotel Udupi Home,150,4.1,500,South Indian,S R Nagar Main Road,60
51887,Adikmet,Hyderabad,Nrs Nandini,150,4.3,1000,South Indian,Nallakunta Main Rd,27
51889,Gaddiannaram,Hyderabad,Nrs Anand Tiffins,150,3.8,100,South Indian,Opp Konark Theater,39
53099,Amberpet,Hyderabad,Hotel Shanthi Delux,250,4.3,100,"South Indian,North Indian,Chinese",Shivam Road,38
53100,Old Malakpet,Hyderabad,Suprabhat Tiffins,250,4.2,1000,South Indian,Mansoorabad,32
53637,Nallakunta,Hyderabad,Sri Raghavendra Tiffins,250,4.3,1000,South Indian,Shivam Road,32
53796,Kalasiguda,Hyderabad,Jaggu Mithai,250,4.2,1000,Desserts  Biryani  Chaat  Fast Food,Secunderabad,56
55957,Himayatnagar,Hyderabad,Goli Soda,100,4.1,100,"Beverages,Desserts",Bharkatpura,33
56093,Abids,Hyderabad,G Pulla Reddy Sweets,300,4.4,100,"Sweets,Desserts",Nampally Station Road,31
56102,Mehdipatnam,Hyderabad,G Pulla Reddy Sweets,300,4.3,100,Sweets  Desserts,Ambedkar Colony Rd,54
56740,West Marredpally,Hyderabad,Geetha Tiffins,150,4.3,1000,South Indian,Infront Of Geetha Nursing Home,64
56930,Basheer Bagh,Hyderabad,Yaariyan,400,3.8,20,"North Indian,South Indian,Italian,Chinese,Chaat,Beverages,Desserts",Gun Foundry,35
58575,Uppal,Hyderabad,Sri Gayathri Tiffins,100,4.2,100,South Indian,Vijayapuri Colony,61
62239,Ramgopalpet,Hyderabad,China Express & Sizzling Joe,500,4,100,Chinese  Italian,Sindhi Colony  Minister Road,61
62511,Santosh Nagar,Hyderabad,Balaji Family Dhaba,300,4.1,1000,"Indian,Chinese,Punjabi,Jain",Main Rd,48
62669,Himayatnagar,Hyderabad,Apsara Ice Creams,150,4.3,50,"Ice Cream,Desserts",Opp Minerva Coffee Shop,33
65484,Kothapet,Hyderabad,Green Treat,400,4.1,500,"North Indian,South Indian",Rythu Bazar Rd,54
65486,Kothapet,Hyderabad,Sri Sweets & Savories,300,4.1,20,Sweets,Kothapet Rhytu Bajar Rd,53
66037,Shivaji Nagar,Hyderabad,Sri Krishna Sweets,200,4.3,50,Sweets,No 1 1 92  R P Road  Secunderabad,57
67791,Narayanguda,Hyderabad,Rambharose - Bhattad Ki Idli,150,4.2,1000,South Indian,Narayanguda Rd,27
68209,Begumpet,Hyderabad,Reliance Bakery,300,4.3,20,Bakery  Desserts,Begumpet,76
70940,Dilsukhnagar,Hyderabad,Sahadeva Reddy Tiffins,150,4.2,500,South Indian,Maruthi Nagar,40
71588,Narayanguda,Hyderabad,Vnr Fresh Juice Center,200,3.5,1000,"Beverages,Desserts",Street No 9,30
73758,Ameerpet,Hyderabad,Sai Darshini Tiffins,150,4.3,1000,South Indian,Czech Colony,59
74019,Adikmet,Hyderabad,Eatz & Drinkzz,300,4.5,20,Fast Food,Pannalal Complex,51
77543,Habsiguda,Hyderabad,Hotel Suprabhat,200,4.3,1000,South Indian,Habsiguda X Roads,51
77865,Ghansi Bazaar,Hyderabad,Sai Charan Dhaba,300,4.1,100,"North Indian,Tandoor",High Court Road,44
78177,Yakhutpura,Hyderabad,Masqati True Juice,200,4,100,"Juices,Chaat,Beverages,Desserts",Osman Masqati Plaza Alijah Kotla,49
78387,Ghansi Bazaar,Hyderabad,Agra Mithai Ghar And Restaurant,200,4.3,50,"Sweets,Beverages,Chaat,Desserts,Fast Food",Charkaman,38
78514,Habsiguda,Hyderabad,Hotel Suprabhat Multi Cuisine Restaurant,400,4.1,500,"Chinese,Tandoor,North Indian",Habsiguda X Roads,62
79899,Ameerpet,Hyderabad,Shri Raghavendra Pure Veg,180,4,100,South Indian,Maitrivanam,60
80378,Takara Basthi,Hyderabad,Hotel Shri Raghavendra Pure Veg,200,4.4,50,South Indian,Monda Market,52
82016,Abids,Hyderabad,Shah Icecream,300,4.3,20,Ice Cream,Mozzamjahi Market,28
82433,Gunti Jangaiah Nagar,Hyderabad,Dark Stone,300,3.5,50,"Ice Cream,Beverages",Lb Nagar Main Road,63
83242,Toli Chowki,Hyderabad,Hotel Anand Bhavan,150,3.9,500,South Indian,Old Mumbai Hwy,61
83674,Himayatnagar,Hyderabad,Nandu Fresh Fruit Juice Centre,250,3.8,1000,Beverages,Himayath Nagar,27
84755,Ghansi Bazaar,Hyderabad,Mahalaxmi Tiffin Centre,200,4.2,100,Indian,Ghansi Bazaar,42
84822,Santosh Nagar,Hyderabad,Balaji Dinesh Mithai Bhandar,200,4.1,100,"Sweets,Snacks",Santosh Nagar,46
86889,Hyderabad,Hyderabad,Veggie Chinese,150,4,500,Chinese,Temple Road,59
89773,Punjagutta,Hyderabad,Shanbhag Hotel,300,3.9,100,South Indian  Chinese  Biryani,Panjagutta,54
92839,Khairtabad,Hyderabad,Kamat Hotel,500,4.3,1000,"North Indian,South Indian,Fast Food",Secretariat Road,37
101484,Uppal,Hyderabad,Hotel Surabhi Udupi Veg,150,4.2,1000,South Indian,Venkateshwara Colony,58
104122,Jam Bagh,Hyderabad,Scoops Tiffin,100,4.2,100,South Indian,Begum Bazaar,31
104124,Kachiguda,Hyderabad,Shree Ganesh Darshini,150,3.6,100,South Indian,Barkatpura,30
107741,Himayatnagar,Hyderabad,Hotel Akshaya,300,4.3,500,"South Indian,North Indian",Road 7,33
108986,Narayanguda,Hyderabad,Nic Natural Ice Creams,120,4.5,1000,"Ice Cream,Desserts",Kmit,23
110741,Himayatnagar,Hyderabad,Seeta Fruit Juice Centre,200,3.4,100,Ice Cream  Beverages,Himayath Nagar,37
110742,Afzal Gunj,Hyderabad,Jalebiwalas Mithai Bhandar,300,3.8,50,Desserts  Bakery,Begum Bazaar,38
110747,Feelkhana,Hyderabad,Hotel Mansingh,250,4,20,"North Indian,South Indian,Chinese",Begum Bazaar,38
110751,Khairtabad,Hyderabad,Sri Balaji Mithai Bhandar,300,4.3,100,Sweets  Desserts  Beverages,Saifabad,32
111637,Abids,Hyderabad,Gafoor Ice Cream,200,3.7,20,"Ice Cream,Desserts",Mj Market,34
113037,Khairtabad,Hyderabad,Us Live Pops,150,4.8,50,American,Begum Bazaar Main Road,50
113043,Begum Bazar,Hyderabad,Simrats Dhaba,300,4.1,100,"North Indian,Chinese",Begum Bazaar Main Road,31
113368,Abids & Koti,Hyderabad,Balaji Vishnu Sweet House,150,2.9,80,Sweets,Esamiya Bazaar,29
117363,Kachiguda,Hyderabad,Makers Of Milkshakes,300,4.3,50,Beverages,Station Road,27
118357,Kachiguda,Hyderabad,Lassi Shop,100,3.1,50,"Juices,Ice Cream",Kachiguda,31
119596,Padmarao Nagar,Hyderabad,Balaji Papalal Mithai Wala,200,4.2,50,"Sweets,Desserts",Seethafalmandi,53
121172,West Marredpally,Hyderabad,Sindh Sahib,200,4.5,100,Indian,Lic Colony,78
122399,Yousufguda,Hyderabad,4In Natural Fruit Juice,250,4,50,Juices  Healthy Food,Srinagar Colony,69
122882,Dilsukhnagar,Hyderabad,Sri Sai Raghavendra Udupi Veg,100,4.1,1000,"South Indian,Juices,Ice Cream",Krishnaveni Nagar,45
124728,Feelkhana,Hyderabad,Jashan Juice And Pizza One,150,4.2,100,"Beverages,Juices",Begum Bazaar,32
136656,Narayanguda,Hyderabad,Sri Balaji Prithviraj Family Dhaba,400,3.9,1000,"North Indian,Chinese",Himayath Nagar,29
136720,Saidabad,Hyderabad,Lassi Shop-Is Sadan Cross Road,100,4.1,20,Ice Cream,Santoshnagar & Saidabad,41
137826,Begumpet,Hyderabad,Sind Bakery,250,2.9,80,Bakery  Pizzas,Begumpet,62
139790,Gudimalkapur,Hyderabad,Sri Udupi Grand,300,4.2,100,South Indian  Chinese  Indian,Mehdipatnam,50
141571,Old Malakpet,Hyderabad,Jain Kitchen Pure Veg Restaurant,200,4.1,100,"North Indian,Jain,Chinese,Tandoor",New Malakpet,38
146023,Koti,Hyderabad,Eat Italy,400,4.2,100,"Italian,American,Pastas,Pizzas",Abids & Koti,35
146670,Dilsukhnagar,Hyderabad,Sri Siddhi Vinayaka Tiffins And Meals,100,4.3,1000,South Indian,Dilsukhnagar,46
148766,Jam Bagh,Hyderabad,Temptations,200,4.4,100,Desserts  Beverages,Maharaj Gunj  Jam Bagh,31
149409,Golconda Fort,Hyderabad,Golconda Sugar Cane Juice,110,3.9,50,"Juices,Ice Cream,Healthy Food",Tolichowki,77
150646,Nampally,Hyderabad,Cream Stone,250,4.4,1000,Ice Cream  Desserts  Beverages  Ice Cream Cakes,Nampally,31
151287,Sri Durga Enclave,Hyderabad,Bhoomi Foods,65,4.4,50,"Indian,South Indian,Andhra",Kothapet & Dilsukhnagar,62
151965,New Malakpet,Hyderabad,Om Best Paratha,200,4,1000,North Indian,Kothapet & Dilsukhnagar,37
154689,Tarnaka,Hyderabad,Hitex Santosh Family Dhaba,300,3.7,500,North Indian,Nacharam Police Station.,68
156913,Himayath Nagar,Hyderabad,Sri Shivshakti Jodhpur Sweets,150,3.5,20,"Sweets,Snacks",Abids,40
157379,Mehdipatnam,Hyderabad,Sri Durga Udupi Tiffins & Meals,150,4,100,South Indian,Mehdipatnam,59
157695,Dilsukhnagar,Hyderabad,Varalakshmi Tiffins,300,4.3,1000,South Indian,Kothapet & Dilsukhnagar,50
158458,Narayanguda,Hyderabad,New York Waffles & Dinges,300,3.3,20,"Desserts,Beverages,Fast Food",Old Mla Quarters Road,36
158736,Banjara Hills,Hyderabad,Balaji Sitaram Mithai Bhandar,150,4.1,20,"Sweets,Fast Food",Nampally,37
160134,Abids,Hyderabad,Masqati Ice Cream,300,4.3,100,"Ice Cream,Pizzas,Desserts",Karimabad Cooperative Society Abids,31
166808,Koti,Hyderabad,Lassi Hub,150,4.1,20,Ice Cream,Esamiya Bazaar Koti,26
168091,Uppal,Hyderabad,Karthikeya Tiffins Pure Veg,150,4.1,500,South Indian,Uppal,62
168585,New Malakpet,Hyderabad,Jai Bhavani Tiffins,150,3.8,20,South Indian  Beverages,Anand Nagar Amber Bagh Road Line,32
175131,West Marredpally,Hyderabad,Magic On Tongue,200,4.2,100,North Indian  Rajasthani  Sweets  Chaat  Indian  Snacks  Street Food  Home Food,Syndicate Bank Colony  West Marredpally,81
183789,Begumpet,Hyderabad,Bakingo,300,4.2,500,Bakery  Desserts  Beverages  Snacks,Secunderabad,57
190780,Nalgonda,Hyderabad,Suprabhat Tiffins.,300,4.2,50,South Indian  North Indian,Kothapet & Dilsukhnagar,31
201877,Ghansi Bazaar,Hyderabad,Coffee Cream,200,4,100,"Beverages,Fast Food,Italian,Snacks",Charminar,47
204598,Jam Bagh,Hyderabad,Swathi Mess And Dhaba,200,3.9,500,"Biryani,Chinese,Hyderabadi,North Indian,Indian",Abids & Koti,31
205180,Himayatnagar,Hyderabad,Masala Republic,500,4.1,20,"Continental,North Indian",Himayath Nagar,41
209158,Kavadiguda,Hyderabad,Sri Mohans Chat,150,4.1,50,"Beverages,Chaat,Fast Food,Juices,North Indian",Nallakunta & Vidyanagar,40
213337,Kavadiguda,Hyderabad,Veerji Ka Dhaba,200,4.1,100,North Indian,Himayath Nagar,39
215357,Kavadiguda,Hyderabad,Aamantran - Mithaaii,200,3.7,50,"Chaat,Snacks,Bakery,Sweets",Nallakunta & Vidyanagar,43
219321,Santosh Nagar,Hyderabad,Balaji Mithai Wala & Chat,150,4,100,Sweets,Santosh Nagar,45
219602,Punjagutta,Hyderabad,Arya Bhavan Pure Veg,200,4.2,100,Indian,Nagarjuna Hills  Punjagutta,53
222053,Himayatnagar,Hyderabad,Stikstof,500,2.9,80,Ice Cream,Himayatnagar,49
222381,Rani Gunj,Hyderabad,Aashirvad Tiffins,200,4.2,500,South Indian  Fast Food  Chinese  Snacks  Juices,Begumpet,51
227974,Tarnaka,Hyderabad,Ssv -Tiffin'S And Snacks,149,4.3,100,South Indian  Snacks  Combo,Tarnaka  Nacharam & Malkajigiri,61
228308,Old Malakpet,Hyderabad,Kekiz Cake Shop,100,3.6,20,Bakery,Malakpet,39
228725,Tarnaka,Hyderabad,Sudarshan Reddy Pure Ghee Sweets,200,4.4,100,Desserts  Sweets,Tarnaka  Nacharam & Malkajigiri,51
238578,West Marredpally,Hyderabad,The Starter,250,4.4,20,Chaat  Street Food  Beverages  Home Food  Salads  Snacks,Kharkhana & Trimulgherry,72
244883,Kothapet,Hyderabad,Nic Natural Ice Creams,120,4.5,1000,Ice Cream  Desserts,Magic Spoons Enterprises,46
247659,Narayanguda,Hyderabad,Jenny'S Brownies,300,3.2,20,"Desserts,Beverages",Old Mla Quarters Road,32
250575,Himayatnagar,Hyderabad,A Bleu Basil,700,4.1,100,Indian,Himayath Nagar,36
251329,Khairtabad,Hyderabad,Babai Express,200,3.7,20,Snacks  South Indian  Telangana,Lakdikapul,39
259810,Banjara Hills,Hyderabad,Govi'S Organic Foods,300,4.7,100,Sweets  Desserts  Snacks  Home Food  Indian,Khairtabad,45
260136,Banjara Hills,Hyderabad,Inox,400,2.9,80,Fast Food,Hyderabad Gvk One,64
260175,Kachiguda,Hyderabad,Lassi Corner,150,4.1,100,"Hyderabadi,Desserts,Fast Food",Barkathpura,28
260964,Himayatnagar,Hyderabad,Fruitfull,150,4.2,500,Healthy Food,Himayat Nagar,28
261729,Himayatnagar,Hyderabad,The Belgian Waffle Co.,200,4.4,500,"Desserts,Beverages",Zee Plaza,39
263841,Abids & Koti,Hyderabad,Pure Veg Meals By Lunchbox,200,4.2,20,North Indian  Desserts  Biryani,Abids,36
264137,Ameerpet,Hyderabad,Scoops Ameerpet,250,2.9,80,Ice Cream  Desserts  Beverages,Ameerpet,65
291308,Ameerpet,Hyderabad,Hd Restaurant,150,3.5,20,South Indian  Chinese  Fast Food  Desserts  Beverages,Ameerpet,71
292974,Abids,Hyderabad,Famous Ice Cream,150,4.3,500,Ice Cream,Nampally,24
293369,Basheer Bagh,Hyderabad,Italian Express,350,3.4,100,"Italian,Mongolian,Jain",Basheer Bagh,35
296417,Koti,Hyderabad,Shree Lalla Dhaba,350,4.1,100,North Indian,Abids & Koti,27
308707,Banjara Hills,Hyderabad,Krispy Kreme,170,4.3,100,Desserts  Beverages,G V K  One   Mall,54
308914,Kachiguda,Hyderabad,Cake Affair,400,2.9,80,Bakery,Nampally,36
312884,Banjara Hills,Hyderabad,Sundae Everyday Ice Cream,200,3.9,50,"Desserts,Ice Cream",Banjara Hills,64
320006,Begumpet,Hyderabad,Retro Junks,150,4.6,50,Snacks,Somajiguda & Khairtabad,67
326266,Kalyan Nagar X Roads,Hyderabad,Gelatica Gelato - Ice Cream & Sorbet The Finest,200,4.5,50,Ice Cream  Desserts,Ameerpet,71
329070,Abids,Hyderabad,Kamath Hotel,200,4.4,500,South Indian,Abids & Koti,29
335325,Abids,Hyderabad,Natural Ice Cream,150,4.3,100,Ice Cream,Abids,33
336063,Banjara Hills,Hyderabad,Haldirams,200,4.3,500,"Snacks,Indian",Banjara Hills,63
336065,Karkhana,Hyderabad,Haldirams,250,4.3,1000,Indian  Fast Food,Kharkhana & Trimulgherry,67
337008,Padma Nagar Colony,Hyderabad,Mjr Pan Shop,100,4.2,20,"Paan,Indian",Santoshnagar & Saidabad,67
341805,Himayatnagar,Hyderabad,Cake L'Amore,200,4.1,500,"Bakery,Beverages,Desserts",Himayath Nagar,42
355747,Narayanguda,Hyderabad,Grameen Kulfi,120,4.4,100,"Ice Cream,Desserts",Kmit,24
355757,Kothapet,Hyderabad,Grameen Kulfi,120,4.5,100,Ice Cream  Desserts,Magic Spoons Enterprises,46
356688,Himayatnagar,Hyderabad,Baskin Robbins,300,4.5,100,"Desserts,Ice Cream",Wajihuddin,27
362084,Punjagutta,Hyderabad,Absolute Froot,150,2.9,80,Beverages,Somajiguda & Khairtabad,61
365894,Himayatnagar,Hyderabad,Frozen Bottle,250,3.8,100,"Beverages,Ice Cream,Desserts",Rk Saboo Plaza,32
366790,Jam Bagh,Hyderabad,Subbu Mirchi Point,100,4.1,100,"Street Food,Indian,Snacks",Kachiguda,29
366997,Dilsukhnagar,Hyderabad,Madhu Ruchi Pure Veg Restaurant,400,3.7,50,Chinese  Indian,Kothapet & Dilsukhnagar,45
369381,Himayath Nagar,Hyderabad,Gourmet Ice Cream Cakes By Baskin Robbins,300,2.9,80,"Desserts,Ice Cream,Bakery",Himayath Nagar Main Road,32
377930,Uppal,Hyderabad,Baskin Robbins,250,4,20,Desserts  Ice Cream,Nacharam,61
382348,Kharkhana & Trimulgherry,Hyderabad,The Moringa,150,4.1,100,South Indian,Kharkhana & Trimulgherry,70
382460,Himayath Nagar,Hyderabad,Venkateshwara Fast Food,150,3.9,100,"Indian,Chinese,South Indian",Himayath Nagar,27
383657,Charminar,Hyderabad,Salasar Chat And Tiffin Centre,100,4.2,50,South Indian,Shamsheergunj,61
384883,Nallakunta & Vidyanagar,Hyderabad,Radhe Family Dhaba,300,2.9,80,"Indian,Chinese",Nallakunta & Vidyanagar,41
387248,Charminar,Hyderabad,Mohammedi Confectioners,150,3.5,50,"Sweets,Snacks",Charminar,38
389482,Charminar,Hyderabad,Fancy Ice Cream,40,2.9,80,Ice Cream  Desserts,Charminar,44
390659,Somajiguda & Khairtabad,Hyderabad,Dostea,300,2.9,80,Beverages  Fast Food,Somajiguda & Khairtabad,56
390792,Ameerpet,Hyderabad,Rayudu Juice Shop,120,4.8,50,Juices  Beverages  Ice Cream,Ameerpet,63
390912,Begumpet,Hyderabad,Ice Cream Corner,200,2.9,80,Indian,Prakash Nagar,72
392159,Somajiguda & Khairtabad,Hyderabad,Mahalaxmi Tiffin Centre,250,4.4,20,"South Indian,Snacks",Aghapura,35
393500,Himayath Nagar,Hyderabad,Mast Kalandar  The Kitchen,300,3.8,20,North Indian,Himayath Nagar,32
393942,Nallakunta & Vidyanagar,Hyderabad,Inti Ruchi,200,4.2,50,Indian,Nallakunta & Vidyanagar,48
394087,Charminar,Hyderabad,Italian Hub,250,2.9,80,"European,American,Chinese",Charminar,45
395519,Himayath Nagar,Hyderabad,Wahh Chaap,300,4.1,500,"North Indian,Biryani",Himayath Nagar,31
395848,Himayath Nagar,Hyderabad,Vinayak Tiffins,100,2.9,80,South Indian,Himayath Nagar,33
396275,Kothapet & Dilsukhnagar,Hyderabad,The Country Wok,400,3.5,100,"Chinese,Beverages",Kothapet & Dilsukhnagar,63
397171,Himayath Nagar,Hyderabad,Sunnys Chinese,350,3.5,20,Chinese,Himayath Nagar,31
400587,Santoshnagar & Saidabad,Hyderabad,Anu Tiffin Center,150,3.9,20,South Indian,Santoshnagar & Saidabad,47
401051,Ameerpet,Hyderabad,Milap Pan Shop,100,4.5,20,Paan,Ameerpet,67
401165,Kothapet & Dilsukhnagar,Hyderabad,Milkshakes Hub N More,300,2.9,80,Beverages,Kothapet & Dilsukhnagar,68
402069,Nallakunta & Vidyanagar,Hyderabad,Juice It Up,150,2.9,80,Chaat  Beverages  Juices,Nallakunta & Vidyanagar,48
405152,Kothapet & Dilsukhnagar,Hyderabad,New Sai Kailash Dhaba,250,4.2,100,"Chinese,Biryani,Combo",Kothapet & Dilsukhnagar,54
407008,Nallakunta & Vidyanagar,Hyderabad,Polpat,300,2.9,80,Indian,Nallakunta & Vidyanagar,50
408751,Begumpet,Hyderabad,Vijju Ki Bandi,200,4,20,South Indian  Chaat  Sweets,Begumpet,61
408977,Santoshnagar & Saidabad,Hyderabad,Sri Sai Ram Darshini Tiffins And Meals,150,3.9,100,South Indian,Santoshnagar & Saidabad,43
409017,Ameerpet,Hyderabad,Shree Sweets And Naamkeen,499,2.9,80,Sweets,Ameerpet,76
409412,Tolichowki,Hyderabad,Bombay Kulfis,100,2.9,80,Desserts,Tolichowki,65
414605,Uppal,Hyderabad,Natural Fruits And Juices,200,3.8,20,Juices  Salads,Uppal,57
415809,Kothapet & Dilsukhnagar,Hyderabad,Laddu Ji,200,2.9,80,Sweets,Kothapet & Dilsukhnagar,44
417144,Charminar,Hyderabad,Classic Ice Cream,200,2.9,80,"Ice Cream,Desserts",Charminar,55
419772,Kothapet & Dilsukhnagar,Hyderabad,Chai Sutta Bar Dilsukhnagar,300,2.9,80,"Beverages,Fast Food",Kothapet & Dilsukhnagar,50
421739,Mehdipatnam,Hyderabad,Bhavani Tiffins,250,2.9,80,South Indian,Mehdipatnam,55
424870,Himayath Nagar,Hyderabad,Govindaas Sweet And Snacks,200,2.9,80,"Snacks,Fast Food",Himayath Nagar,37
425357,Himayath Nagar,Hyderabad,Apple Cut,300,3.9,50,Healthy Food  Salads  Chaat,Himayath Nagar,35
426114,Kothapet & Dilsukhnagar,Hyderabad,Cakes07,199,2.9,80,Bakery,Kothapet & Dilsukhnagar,57
426983,Kothapet & Dilsukhnagar,Hyderabad,The Magical Stone,200,2.9,80,"Ice Cream,Beverages",Kothapet & Dilsukhnagar,53
427703,Kothapet & Dilsukhnagar,Hyderabad,Mumbai Kulfi Kothapet,150,2.9,80,"Ice Cream,Desserts",Kothapet & Dilsukhnagar,63
428717,Kothapet & Dilsukhnagar,Hyderabad,Chai Vaai Cafe,200,2.9,80,Snacks  Indian  Chinese,Kothapet & Dilsukhnagar,55
429131,Banjara Hills,Hyderabad,Dosa House Restaurant,150,2.9,80,South Indian  Biryani,Banjara Hills,55
429392,Banjara Hills,Hyderabad,Rotiwalaz Food Services,300,2.9,80,Salads,Banjara Hills,39
429738,Kothapet & Dilsukhnagar,Hyderabad,Quality Cakes,299,2.9,80,Bakery  Sweets  Desserts,Kothapet & Dilsukhnagar,63
435400,Uppal - Hyderabad,Hyderabad,Shakesphere,250,2.9,80,"Beverages,Fast Food",Tarnaka Nacharam & Malkajigiri,72
435409,Bhavani Nagar Uppal - Hyderabad,Hyderabad,Super Naturals,250,2.9,80,Beverages,Tarnaka Nacharam & Malkajigiri,74
437005,Ameerpet,Hyderabad,Chandigarh Patiala Dhaba,350,2.9,80,North Indian  Sweets,Begumpet,62
439747,Kothapet & Dilsukhnagar,Hyderabad,Guru Raghavendra Tiffins,100,2.9,80,"South Indian,Snacks,Fast Food,Chaat",Kothapet & Dilsukhnagar,54
440362,Himayath Nagar,Hyderabad,Te - A Tea Tradition,150,2.9,80,"Beverages,Snacks",Himayath Nagar,32
442197,A.S. Rao Nagar & Sainikpuri,Hyderabad,Balaji Mohanlal Mithai Bhandar,200,2.9,80,Sweets,A.S. Rao Nagar & Sainikpuri,84
442807,Jillelaguda,Hyderabad,Chai Amruth,110,2.9,80,Beverages,Vanasthalipuram,64
445438,Tolichowki,Hyderabad,Ttt Juice Center,150,2.9,80,Beverages,Tolichowki,61
445475,Ramgopalpet,Hyderabad,Tea Time,200,2.9,80,Beverages,Begumpet,63
446961,Nallakunta & Vidyanagar,Hyderabad,Durga'S Street Delight'S,200,2.9,80,"Chinese,North Indian,Biryani",Nallakunta & Vidyanagar,41
447004,Kothapet & Dilsukhnagar,Hyderabad,Cherrys Kitchen,200,2.9,80,"Arabian,Chinese,Beverages",Kothapet & Dilsukhnagar,51
447956,Mehdipatnam,Hyderabad,Tasty Byte,250,2.9,80,"Chinese,Italian,Beverages",Mehdipatnam,61
448419,Ameerpet,Hyderabad,Vishnu Priya Udipi Tiffins & Meals,250,2.9,80,Chinese  South Indian,Ameerpet,66
449319,Tarnaka  Nacharam & Malkajigiri,Hyderabad,Hotel Tamilnaadu,100,2.9,80,South Indian,Tarnaka  Nacharam & Malkajigiri,75
449730,Tolichowki,Hyderabad,Sam Icecreame And Chat Center,120,2.9,80,Beverages  Ice Cream  Salads,Tolichowki,75
450292,Vanasthalipuram,Hyderabad,Manna Millet Restaurant,150,2.9,80,South Indian,Vanasthalipuram,92
451095,Kothapet & Dilsukhnagar,Hyderabad,Saleem Stores The Pan Parlour,150,2.9,80,Paan,Kothapet & Dilsukhnagar,57
451179,Kothapet & Dilsukhnagar,Hyderabad,Sri Dharshani Pure Veg.Tiffin Center,300,2.9,80,South Indian,Kothapet & Dilsukhnagar,58
451922,Ameerpet,Hyderabad,Babai Tiffins And Carries,200,2.9,80,South Indian,Ameerpet,72
451957,Tolichowki,Hyderabad,Frost N Roll,400,2.9,80,"Ice Cream,Beverages,Fast Food",Tolichowki,74
452890,Santoshnagar & Saidabad,Hyderabad,Hotel Sahara,200,2.9,80,"South Indian,Chinese,Biryani",Santoshnagar & Saidabad,43
454287,Ameerpet,Hyderabad,Assr Enterprises,250,2.9,80,Beverages,Ameerpet,74
454972,Himayath Nagar,Hyderabad,Teas N More,150,2.9,80,"Beverages,Fast Food,Snacks,Pizzas,Chinese",Himayath Nagar,41
455469,Ameerpet,Hyderabad,T-Ruchi,2,2.9,80,Chaat  Fast Food,Ameerpet,64
455957,Ameerpet,Hyderabad,Sri Sai Tiffins And Chat,250,2.9,80,South Indian,Ameerpet,73
459972,Himayath Nagar,Hyderabad,Agra Sweet House,180,2.9,80,"Sweets,Snacks",Himayath Nagar,43
460553,Himayath Nagar,Hyderabad,Kalyug Kitchen,250,2.9,80,South Indian,Himayath Nagar,38
464112,Himayath Nagar,Hyderabad,Bake And Beans,400,2.9,80,"Snacks,American,Pizzas,Pastas,Beverages",Himayath Nagar,36
